,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,average_salary,company_txt,job_state,same_state,age,python_yn,r_studio_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len,num_comp
304,Data Scientist,$129K-$142K (Glassdoor est.),"Greetings from Trovetechs!!!

Â

We have an immediate need for Data Scientist Role @ San Francisco, CA. Please find the below Job Description for your kind reference.

Â

Duration: Long term Contract

Experience: 8+ Years

Rate: DOE$/hr.

Â

Job Description:

1. Apply a deep understanding of technology innovation to solve complex. ambiguous, and novel problems.

2. Contribute to evolving multiple research pipelines

3. Implement new algorithms to enhance simulations and inference pipelines.

4. Enhance code efficiency through design, testing, and documentation,

5. Collaborate with other data science teams: Signal processing, deep learning and bioinformatics

6. Support the Statistical Modeling team discussions by demonstrating technology with compelling and clear communications
Experience with TensorFlow-Probability, or another probabilistic framework is a big plus.

8. Experience in genomics

9. Experience with cloud computing

10. Experience building robust, scalable software products.

11. Fluency with modern software engineering practices: version control, code reviews, automated testing, etc.

Â

If you are interested, please send us your updated resume along with best Time & Number to reach you ASAP.

Â

Thanks and look forward to working with you,",-1.0,Trovetechs Inc,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,129,142,135.5,Trovetechs Inc, CA,0,-1,0,0,0,0,0,data scientist,na,1275,0
305,Data Scientist,$129K-$142K (Glassdoor est.),"About Joby
Located in Northern California, the Joby Aviation team has been steadily working toward our goal of providing safe, affordable, fully electric air transportation that is accessible to everyone. Imagine an air taxi that takes off vertically, then quietly and quickly carries you over the congestion below, giving you back that time you’d otherwise spend sitting in traffic. Technology has advanced to the point where designing and operating an all-electric aircraft is completely viable. Our team has been discreetly designing and flight testing this vehicle and is looking for talented individuals to see it through certification and high rate production.
About the Job
Working as a Data Scientist you will be responsible for developing analytical tools and reporting results from numerous tests and flight operations centered around the powertrain. You should be able to work cohesively inside of an engineering team, understand both data systems and physical systems, and have an eye for anomalies in physical test data. You will also need to work closely with your colleagues across a broad set of highly technical disciplines who depend on data. The ideal candidate is energetic, has a positive attitude, is flexible and excited about learning and using new technologies.
Responsibilities:
Wrangle data from a multitude of formats and systems (TDMS, AVRO, PostgreSQL, AWS, etc).
Make sense of and “clean” data from a number of physical tests (the aircraft, reliability test equipment, subsystem tests, etc.).
Work closely with engineers to understand the test and clearly present on the results.
Work with the data engineering team to develop and maintain efficient data pipelines.
Develop tools to make processing and reporting on data as consistent and easy as possible.
Leverage statistics, numerical fitting methods, and a fundamental knowledge of powertrain systems to draw conclusions.
Required:
University degree in computer science, engineering, physics, or similar field.
Expert knowledge of python and data libraries (pandas, scipy, etc.).
Experience with data system architectures in relation to how to store, fetch, and manipulate data (SQL, custom APIs, etc).
Experience with data visualization tools (matplotlib, bokeh, plotly, etc.).
Experience with physical systems and an intuition around powertrain components and data.
Excellent communication skills.
Ability to support and work closely with a myriad of colleagues who are experts in aircraft design, systems engineering, test engineering, flight test operations, and machine learning.

Desired
Experience with Spark or other big data tools is a big plus.
Experience with anomaly detection.
Experience with streaming architectures (Kafka, Kinesis, etc.).
Experience with machine learning techniques and methodologies.",4.3,"Joby Aviation
4.3","San Carlos, CA","Santa Cruz, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,129,142,135.5,Joby Aviation, CA,0,-1,1,0,1,1,1,data scientist,na,2801,0
306,Data Scientist,$129K-$142K (Glassdoor est.),"Data Scientist


The data scientist will advocate, evangelize and build data-fueled products that help our customers improve their Capital Project Delivery. You'll dig in and become an expert on our energy sector datasets. You will provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables.

The data scientist will work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. You will lead applied analytics initiatives that are leveraged across the breadth of our solutions for the technology sector. You will research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes.

You will provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization.

Candidate Requirements:
Posses a Ph.D. (strongly preferred) or Master's Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline.
Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms.
3+ years of experience delivering world-class data science outcomes, the data scientist will solve complex analytical problems using quantitative approaches with their unique blend of analytical, mathematical and technical skills.
Passionate about asking and answering questions in large datasets, and will be to communicate that passion to product managers and engineers.
Keen desire to solve business problems, and live to find patterns and insights within structured and unstructured data.
Propose analytics strategies and solutions that challenge and expand the thinking of everyone around you.
Expert in analyzing large, complex, multi-dimensional datasets with a variety of tools.
Expert in the use of statistical analysis environments such as R, MATLAB, SPSS or SAS.
Experienced with BI tools.
Experience with relational databases as you are with Hadoop-based data mining frameworks.
Experience with SQL, Python, Java and C/C++.

Education:


Master's Degree or higher",4.2,"The CARIAN Group
4.2","New York, NY","South Plainfield, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,129,142,135.5,The CARIAN Group, NY,0,-1,1,0,0,0,0,data scientist,na,2444,0
307,Data Scientist,$129K-$142K (Glassdoor est.),"The
University of Pittsburgh seeks a Data Scientist to work in Pittsburgh, PA, and
improve existing data management systems, provide business intelligence
support, and conduct predictive and prescriptive analysis. Duties include:
developing and implementing programs to process and manipulate large data sets;
writing queries for extracting data; preparing static reports with both tabular
and graphical presentations as well as web-based active reports; and developing
predictive analytic models. Candidate must have experience working within a
team environment, be able to work on multiple projects simultaneously, and work
well under pressure to meet deadlines.

Must
have any experience with or knowledge of: (i) scripting
languages such as R, Python and SQL; (ii) transforming data into insights with
visualization tools such as Tableau and ggplot2; (iii) working
with databases, e.g. SQL Server, Oracle and structured data from multiple CSVs;
(iv) building predictive models, regression analysis, A/B Testing, statistical
modeling and data simulation, time-series forecasting, NLP and text analysis,
classification algorithms, supervised and unsupervised machine learning models
(e.g., SVM, Random Forest, XGBoost, Neural Networks, and KNN & K-means
clustering); (v) relevant statistical measures and machine learning performance
metrics, e.g., AUC/ROC; and (vi) Bayesian statistics.

Experience can be concurrent.

Work location: Pittsburgh, PA

The University of Pittsburgh is an Affirmative Action/Equal Opportunity
Employer and values equality of opportunity, human dignity and diversity.
EEO/AA/M/F/Vets/Disabled.

Apply at https://join.pitt.edu, #20002219_.

Must have a master’s degree (or foreign equivalent degree) in Statistics, Data Science, Mathematics, Engineering, or a directly related field plus two (2) years of experience in a related position.",4.1,"University of Pittsburgh
4.1","Pittsburgh, PA","Pittsburgh, PA",10000+ employees,1787,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1,0,0,129,142,135.5,University of Pittsburgh, PA,1,233,1,0,0,0,0,data scientist,na,1868,0
308,Data Scientist,$129K-$142K (Glassdoor est.),"Full Time Data Scientist

The Drive Media is seeking a full time Data Scientist to unlock the value drivers in our publishing operations. This role will report to the CTO and provide ad-hoc analytics as well as build automated, repeatable models to integrate into our Content Management Systems (CMS) and business intelligence and operations dashboards.

Candidate must have strong data analysis skills, functional experience with machine learning models, and the ability to effectively communicate findings and model efficacy to the business including explaining insight nuances from the internals of the models (e.g., feature importance). Since our published works are the core of our business, we also require experience with Natural Language Processing (NLP).

Roles & Responsibilities:
create machine learning models to actively deploy within our CMS and Analytics platforms
perform ad-hoc analysis based on data from our databases, metrics systems and 3rd party data
extract insights and produce business reports about split tests, back tests and text content metrics
collaborate with executive team to ensure clear understanding of test results and limits of predictive models
Required Skills:
Expert SQL and Excel Reporting
Python + SciKit Learn + Jupyter Notebooks
Natural Language Processing (NLP) - preferably experience with Python NLTK
Data Visualization
LightGBM, XGBoost or TensorFlow
Excellent written and verbal communication to technical and non-technical audiences
Bonus Skills:
Experience with Publishing + Advertising
PHP + JavaScript
Image Feature Extraction
Clustering & Unsupervised Learning
Desired Background:
Bachelor's degree or equivalent experience
2+ years of experience with data science in media or publishing
4+ years of experience in data analysis and / or software development or a higher degree that included practical application experience
Powered by JazzHR",5.0,"The Drive Media, Inc.
5.0","New York, NY",-1,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,0,0,129,142,135.5,"The Drive Media, Inc.", NY,0,-1,1,0,0,0,1,data scientist,na,1896,0
309,Data Engineer,$129K-$142K (Glassdoor est.),"Austin, Texas
Apply
Social:


Scientific Games, Social is a global leader focused in providing an ever-expanding portfolio of robust iGaming and Social Casino solutions to the global gaming industry. To put it simply - we make Mobile and Facebook games that are fun to play, fun to make, and we're growing like crazy! Scientific Games global reach is made possible by the expertise of our rock star teams and game makers. Want to be part of a fast-paced company that lands in the Top 1% of Social Casino games? See more details below!

Scientific Games:


Scientific Games (SG) is a global leader focused on delivering an ever-expanding portfolio of lottery and gaming products and services to the world's government-regulated and government-sponsored entities. Scientific Games' global reach is made possible through the expertise, skill and dedicated efforts of its 8,000+ employees who serve lottery and gaming customers in more than 100+ countries on 6 continents.

Position Summary


Essential Job Functions:
• Responsible for the availability of all Redshift game data
• Resolves data ingestion issues and is proactive in recommending long-term solutions to prevent future issues
• Works with individual team members and their managers to optimize queries and table schemas to meet demands
• Run SQL explains on queries for query optimization
• Responsible for maintaining documentation on new data sources, intermediate structures, and how best to access data

Education:
• Bachelor’s degree or higher in Computer Science, MIS, or equivalent experience

Required Experience:
• Minimum 2-5 years of experience with Big Data analytics and querying Big Data
• Minimum 1 year of experience with Amazon AWS or similar cloud-based data storage solution

Preferred Experience:
• Experience with Amazon AWS
• Advanced SQL skills, preferably PostgreSQL or HiveQL
• Expert on use and management of Redshift or PostgreSQL tables, schemas, and functions
• Experience with developing, scheduling, and maintaining ETL processes, especially in an AWS environment
• Clear and effective communication of complex ideas and analysis
• Ability to work with little direction, self-directed
• Active learner, motivated to learn without guidance
• Solutions oriented attitude of customer service
• Critical thinking and creative problem solving

Qualifications


We are SciPlay! We make games!

The roots of our company are simple and strong: our founders fell head over heels for casino games and had a vision to create the most entertaining free-to-play casino games for gamers around the world. We’ve grown into a company that makes games we are truly proud of and that are enjoyed by millions of players every day. Our history is extensive, but we’re just getting started. In 1998, we got our start as Phantom EFX and in 2019, we reintroduced ourselves as SciPlay and went public on the Nasdaq.

At SciPlay, we are programmed to think untraditionally. From our yearly development conferences, shindigs, and new game launches, we believe in doing what you love and doing it well. We take great pride in our ability to create authentic experiences for players and we are excited to continue investing in our workforce, technology, and our data-driven approach, all with the mission of delighting our players long into the future. We believe that if we continue to stay passionate, set ambitious goals, live our values and play together, we will become the #1 social casino and casual gaming company in the world.

A few of our highlighted perks and benefits:
Competitive salaries and annual bonuses alongside matching 401k, employee stock options, and other competitive benefits.
Strong commitment to work life balance
Fully stocked kitchen
Fully stocked gameroom featuring current generation consoles and titles, shuffle board tables, foosball tables, and arcade cabinets (including our prized 5v5 cabinet ultra-rare copy of Killer Queen!)
Brand new, shiny, and aesthetically pleasing 10,000 sq ft office located in the Arboretum area in Austin
SciPlay Corporation and its affiliates (collectively, SciPlay) are committed to creating a workforce of credibility and dependability. As a prerequisite to employment with SciPlay (to the extent permitted by law), you shall be asked to consent to SciPlay conducting a due diligence/background investigation on you. This job description should not be interpreted as all-inclusive; it is intended to identify major responsibilities and requirements of the job. The employee in this position may be requested to perform other job-related tasks and responsibilities than those stated above. SciPlay is an Equal Opportunity Employer and does not discriminate against applicants due to race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. If you’d like more information about your equal employment opportunity rights as an applicant under the law, please click here EEOC Poster.

Scientific Games Corporation and its affiliates (collectively, “SG”) are engaged in highly regulated gaming and lottery businesses. As a result, certain SG employees may, among other things, be required to obtain a gaming or other license(s), undergo background investigations or security checks, or meet certain standards dictated by law, regulation or contracts. In order to ensure SG complies with its regulatory and contractual commitments, as a condition to hiring and continuing to employ its employees, SG requires all of its employees to meet those requirements that are necessary to fulfill their individual roles. As a prerequisite to employment with SG (to the extent permitted by law), you shall be asked to consent to SG conducting a due diligence/background investigation on you.

This job description should not be interpreted as all-inclusive; it is intended to identify major responsibilities and requirements of the job. The employee in this position may be requested to perform other job-related tasks and responsibilities than those stated above.

SG is an Equal Opportunity Employer and does not discriminate against applicants due to race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. If you’d like more information about your equal employment opportunity rights as an applicant under the law, please click here EEOC Poster.
Apply",4.0,"SciPlay
4.0","Austin, TX","Cedar Falls, IA",201 to 500 employees,1998,Company - Public,Video Games,Media,Unknown / Non-Applicable,-1,0,0,129,142,135.5,SciPlay, TX,0,22,0,0,0,1,0,data engineer,na,6526,0
310,Market Data Analyst,$129K-$142K (Glassdoor est.),"We are seeking a creative, data driven Marketing Analyst to join our fast paced, growing organization. Candidate is responsible for researching product and manufacturing trends, evaluating campaign results and making recommendations for growth and operating efficiency improvements to our management team. The ideal candidate will have experience with complex data mining/analysis and implementation. This is a growth position with upward mobility. Complete benefit package includes medical, dental, vision life insurance, student loan repayment assistance and a 401(k) company matched contribution.

Responsibilities:
Evaluate market trends and patterns to suggest new & complementary products
Manage Distribution Price List and analyze market data to identify cause and effect relationships
Evaluate product, pricing, placement (distribution channels) and promotion (advertisements/marketing campaigns) and present recommendations to management
Work closely with Distribution Channel Partners to grow market share in under-represented markets
Examine return on investment of marketing campaigns
Travel to customers and industry events to gather market intelligence
Visit other Amphenol Business Units domestically and internationally to learn best-practices and facilitate implementation internally
Work closely with Sales and Marketing to track competitive landscape and market trends
Requirements:
Undergraduate or Masters degree in Marketing, Business, Engineering or related field
Demonstrated aptitude for analytics
Proven record of leadership in a work setting and/or through extracurricular activities
Exceptional analytical and quantitative problem-solving skills
Ability to work collaboratively in a team environment
Ability to work effectively with people at all levels in an organization
Preferred:
1-3 years of experience in a fast-paced global manufacturing environment
“An Equal Opportunity Employer” Minority/Female/Disabled/Vet/Sexual Orientation/Gender Identity or National Origin"" Drug free workplance.

ITAR - The candidate must be able to legally work in the United States; we are unable to provide sponsorship. Position requires candidate to be a US Person as defined in ITAR, 22 CFR 120.15 (US Citizenship or Resident Alien Status) and defined by 8 USC 1101(a) (20).",3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,129,142,135.5,SV Microwave, FL,1,29,0,0,0,0,0,analyst,na,2290,0
311,Data Scientist,$129K-$142K (Glassdoor est.),"About Us

Ready Responders was founded in 2016 with the mission of giving patients direct access to healthcare professionals in their homes and giving Responders the opportunity to provide care in their communities. Responders travel to patient homes seeking non-emergency medical attention, utilizing technology to connect with advanced providers.

With Ready Responders, patients now have access to quality care in their homes, 16 hours a day, 365 days a year, and talented individuals are provided the opportunity to work with a rapidly growing, mission-driven company. We are in-network with most major insurance companies in the markets we serve. Ready Responders is backed by leading investors including Deerfield Management, Google Ventures, Town Hall Ventures, Frist Cressey Ventures, Founders Fund, and others.

About the Role

As a Data Scientist on the team you will contribute to a number of our systems, from processing and data storage, through scalable pipelines, to frameworks, tools and applications that make that data available to other teams and systems. The Data team creates systems to centralize all of Ready Responder's internal and external data, make it easy for team members to transform and access that data for analytics and machine learning, and power patient, responder, and clinical workflows.

What You'll Do
Prepare data for use in predictive and prescriptive modeling
Present clear insights to key stakeholders using data
Automate workflows and insight delivery
Explore opportunities for data acquisition internally and externally to the organization
Work with broader product organization to identify data and reporting needed to support business initiatives
What You'll Need
3+ years of Data Science experience
Experience with time series analysis
Experience with statistical modeling
Computer Science, Statistics or related engineering degree
Experience working in a collaborative environment with engineers, user researchers, and product teams
Python, Github, Statistics
Nice to Haves
Experience building dashboards
Digital health experience
SQL, Machine Learning
What You'll Get
Competitive benefits and paid time off
Friendly, fun and mission-driven environment
Company sponsored events",4.6,"Ready Responders
4.6","San Francisco, CA","New Orleans, LA",51 to 200 employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,129,142,135.5,Ready Responders, CA,0,4,1,0,0,0,0,data scientist,na,2227,0
312,Data Engineer,$129K-$142K (Glassdoor est.),"Since 2001, Hygiena has been on a mission to be the global leader in rapid industrial diagnostic testing. Our world-class team of innovators, leaders, creators and problems solvers has helped Hygiena become the breakaway leader in the markets we serve. In our growing global business, there is always opportunity for talented and passionate individuals to grow with Hygiena.

We are currently recruiting for a Data Engineer to join our team!

In this role you will primarily design, implement, and manage an analytical data infrastructure and work closely with other engineers and scientists to create robust and scalable solutions to flow data from various source systems into the data warehouse and end-user facing applications.

Responsibilities:
•Maintain algorithms and build data pipelines including support for new instrument hardware and software.
•Test algorithms for ELT annotated and non-annotated reference data.
•Benchmark algorithm performances and researches and implements new technologies and/or practices to provide efficient process improvements.
•Design data schema and operate internal data warehouse.
•Work directly with other engineers and data scientists to flow data from various source systems into the data warehouse.
•Monitor and troubleshoot operational or data issues in data pipelines for BAX and Ensure Touch Product lines.

Qualifications:
•Bachelor’s Degree in Computer Science, Engineering, Statistics or related field required.
•Experience with Statistical modeling, Machine Learning, Data Science or Data Engineering.
•4 or more years in Business Intelligence or Business Analytics.
•Experience with scripting languages such as;
oMATLAB
oPython
•Experience with C++/C# and Windows dll packaging.
•Experience with writing SQL queries and ETL.
•Experience working on a SCRUM/Kanban team in a CI/CD environment and ETL Skills
•Experience with columnar databases and familiarity with statistical modeling and machine learning techniques.

Skills:
•Excellent verbal and written communication.
•Excellent analytical and quantitative skills.
•Ability to handle high call volume.
•Excellent attendance and punctuality.
•Must be able to use discretion and independent judgement.
•Must be able to work in a team environment.
•Must be able to pay close attention to details.
•Must be able to adapt and flex to a changing environment.

Working Conditions:
•Is required to work normal office hours, Monday through Friday in the Camarillo, CA headquarters.
•May occasionally work evenings and/or weekends.
•May occasionally be required to travel.

Why you’ll want to join our team.
Teamwork as a core value.
At Hygiena, our emphasis on teamwork and cross-functional communication enables us to build stronger bonds within our business.

Be a part of something big.
Hygiena plays a critical role in helping to prevent global health crisis such as foodborne illness, healthcare-associated infections, and other outbreaks.

Giving back to our communities.
Hygiena believes in giving back by supporting local organizations committed to improving the lives of children and youth in our communities.

Apply Now",4.0,"Hygiena
4.0","Camarillo, CA","Camarillo, CA",201 to 500 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Ecolab, Eurofin Private Investment Office",0,0,129,142,135.5,Hygiena, CA,1,-1,1,0,0,0,1,data engineer,na,3127,2
313,Senior Data Scientist - Algorithms,$129K-$142K (Glassdoor est.),"Company Description: Quartet is a pioneering healthcare technology company striving to improve the lives of people with mental health conditions. We connect people to a personalized care team to get them the right care at the right time. Our collaborative technology platform and range of services brings together physicians, mental health providers, and insurance companies to effectively improve patient outcomes and drive down healthcare costs. Backed by $93MM in venture funding from top investors like Oak HC/FT, GV (formerly Google Ventures), F-Prime Capital Partners, and Polaris Partners, Quartet is headquartered in NYC and is currently operating in several markets across the United States — Pennsylvania, Washington, Northern California, and New Jersey.

Role Description: As a Sr. Data Scientist at Quartet, you will work in collaboration with other data scientists, bioinformaticians and platform engineers. In this role, you will build machine learning models and recommendation services to enable our applications to suggest timely and appropriate behavioral health care interventions for patients. You'll work with datasets that include millions of detailed medical, pharmacy, lab claims, EHR, and application data. You will help with development and validation of new algorithms that enhance our system in terms of scalability, reliability and accuracy. The ideal candidate will be an entrepreneurial, motivated data scientist who is well-versed in data analysis and algorithm implementation and eager to learn new things and make an impact on the industry. Health data experience is a plus, but it's not necessary.

Responsibilities:
Work with an interdisciplinary technical team to develop statistical models in Quartet’s platform.
Apply data mining and machine learning techniques to develop better personalization and recommendation for patients’ and doctors’ needs.
Design and develop effective models, features, and algorithms involving multiple datasets - user activity, EHR, ADT, medical claims, pharmacy claims, lab test claims etc.
Derive insights from descriptive analysis that drive a data-informed process for experimenting with new products to improve patient outcomes.
Qualifications:
Experience building high quality data products.
7+ years experience as a data scientist, software engineer with predictive modeling, or similar experience of solving real problems with data mining and machine learning techniques.
PhD or Master’s Degree in computer science, machine learning, applied statistics, physics, or a related quantitative discipline.
Proficiency in building Machine Learning (supervised and unsupervised) models and recommendation systems.
Strong knowledge of mathematical fundamentals: probability theory, linear algebra and statistics.
Ability to execute, starting from problem definition, to a working implementation.
Ability to clearly communicate across disciplines and work collaboratively.
Proficiency in Python and code versioning systems like git.
Expertise with data science toolkits like scikit-learn and pandas.
Knowledge of software architectures and tools such as Scala, Hadoop.
Familiarity working in a Linux server-based environment.
Employee Benefits for Quartet include: Unlimited vacation, volunteer opportunities, catered lunches, snacks, team events and outings, full medical, dental + vision coverage, generous parental leave, commuter benefits, 15 free therapy sessions + unlimited copay reimbursements for mental healthcare, 401K, ESPP, gym benefits.

Want to know what Quartet life is like? Click here to meet our team. Quartet is committed to building a diverse team and fostering an inclusive culture, and is proud to be an equal opportunity employer. We embrace and encourage our employees' differences in race, religion, color, national origin, gender, family status, sexual orientation, gender identity, gender expression, age, veteran status, disability, pregnancy, medical conditions, and other characteristics. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Quartet does not accept unsolicited headhunter and agency resumes. Quartet will not pay fees to any third-party agency or company that does not have a signed agreement with Quartet. Please note: Quartet interview requests and job offers only originate from quartethealth.com email addresses (e.g. jsmith@quartethealth.com). Quartet will also never ask for bank information (e.g. account and routing number), social security numbers, passwords, or other sensitive information to be delivered via email. If you receive a scam email or wish to report a security issue involving Quartet, please notify us at: security@quartethealth.com.

Have someone to refer? Email talent@quartethealth.com to submit their details to us.",3.9,"Quartet Health
3.9","New York, NY","New York, NY",201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,129,142,135.5,Quartet Health, NY,1,6,1,0,0,0,0,data scientist,senior,4815,0
314,Data Analytics Engineer,$129K-$142K (Glassdoor est.),"Our Data Analytics Engineer will engineer elegant and performant analytic code, predominantly in Scala (and Spark), Python and/or R. You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new capabilities and workflows to solve real- world client problems.

Your work will include “notebook”-style ad hoc analytic development (similar to tools such as Beaker, Julia, Zeppelin) within the QOMPLX:OS SaaS platform as well as true server-side analytic development. Projects may include near real-time and batch-oriented data processing for analytics and simulation modeling. As an internal user of the QOMPLX platform, your experience will inform the development of the QOMPLX product suite to improve capability, usability and performance.

Our ideal candidate will have a strong work ethic, fantastic attitude and be comfortable tackling any challenge set before him or her. We provide significant flexibility and autonomy to team members, have high expectations and expect everyone to contribute meaningfully to our broader collective goals.

Responsibilities
Engineer data pipelines that handle collection, parsing, cleansing and enrichment of terabytes/petabytes of data to meet the client’s analytics needs
Developing state-of-the-art analytics ranging from ad hoc analysis to production-grade pipelines and workflows
Providing mathematical algorithms and implementations to serve the needs of data analysis workflows in QOMPLX’s modular SaaS platform
Build model management frameworks for data analytics that include both statistical and machine learning models
Understanding customer business challenges and sourcing the most appropriate data sets, algorithms, and architectures (using QOMPLX OS) to solve them quickly and cost-effectively
Own the end to end model development lifecycle and establish and adhere to best practices
Working collaboratively to ensure consistent and performant approaches for analytical code that is integrated with our commercial offerings
Interacting directly with Product, Business Analysts and Customer Success teams to support live customer deployments
Qualifications
Reside in the greater Washington D.C. area or able to relocate
Bachelor's Degree or 8 years of relevant work experience
2+ years of data analytics experience that includes data engineering & analytics
Proven expertise in Machine learning algorithms, libraries & technologies including Neural Networks
Expert knowledge of Scala and/or Python
Expert knowledge of SQL and NoSQL technologies
Experience with agile development within commercial projects or elite non-commercial research
Adept at learning and applying new technologies and solving new problems
Hands on expertise in data analytic technologies such as Apache Spark, Apache Flink, MLOps Pipelines and notebooks like Polynote/Jupyter
Experience blending analytic and simulation modeling approaches to problem solving
Effective organizational skills with strong attention to detail
Strong communication skills - both written and verbal
Desirable
Experience with graph databases and cyber security
Advanced mathematical modeling skills
About QOMPLX

QOMPLX applies artificial intelligence to solve complex, real-world problems at scale. Our Human+AI operating system, QOMPLX:OS™, blends capabilities ranging from data handling, analytics, and reporting to advanced algorithms, simulations, and machine learning, enabling decisions that are just-in-time, just-in-place, and just-in-context. If this type of environment sounds exciting reach out to us directly via application at https://www.QOMPLX .com/careers with a resume and cover letter.

QOMPLX offers a competitive salary, a full range of benefits, including 401(k) and medical, dental & vision coverage, flexible “Personal Time Off (PTO)” plan and 10+ paid holiday days per year",3.9,"QOMPLX
3.9","Reston, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,0,0,129,142,135.5,QOMPLX, VA,1,5,1,0,1,0,0,na,na,3890,0
315,Data Scientist,$129K-$142K (Glassdoor est.),"Job Title Data Scientist Location Minnesota Job Responsibilities bull Partner with data engineers and software engineers to develop a robust graph database bull Effectively communicate with analytics experts, software engineers, and business leaders, conveying complex concepts in simple ways bull Create unstructured machine learning solutions using vector space modeling (e.g. cosine similarity), clustering algorithms, anomaly detection algorithms, and other methods. bull Develop data visualizations for effective story telling bull Institute new data validation practices with dashboard metrics bull Operate across a variety of technical environments and operating systems, including Linux bull Apply natural language processing to clean data, create large-scale corpora, and summarize text Required Qualifications bull 1+ years of experience working with graph databases bull 3+ years of experience creating data science solutions and manipulating large quantities of data in R or Python bull Strong communication and interpersonal skills bull 3+ years of experience working with data visualization libraries such at Plotly, ggplot2, or Matplotlib bull 1+ years implementing natural language processing solutions Preferred Qualifications bull Healthcare experience bull Experience generating dashboards for executive audiences or building web apps using Flask, Shiny, or another web framework bull Experience with graph algorithms (e.g. community detection) bull Experience supporting a human capital function bull Experience with human capital management systems (e.g. PeopleSoft)",1.0,"Global Intellectuals
1.0","Minneapolis, MN","Bloomington, MN",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,129,142,135.5,Global Intellectuals, MN,0,-1,1,1,0,0,0,data scientist,na,1587,0
